"Kind","Product Code","Name","Group","Fields","ERP W","ERP H","ERP D","ERP kg","Store W","Store H","Store D","Store kg"
"needs-measuring","SMKBUR10","Urethane Competition Kettlebell - 40kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","SMPA4BG01","Power Bags (Set of 4) - 70kg","Packages","","0","0","0","0","","","",""
"needs-measuring","SMPA6BG01","Power Bags (Set of 6) - 105kg","Packages","","0","0","0","0","","","",""
"needs-measuring","SMPILFG01","Pilates Ring","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","SMSLSL01","Push & Pull Sled","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","SRATTACC01","Storage Pin with Shoulder","Rigs & Racks","","0","0","0","0","","","",""
"needs-measuring","SRSPFW03","Olympic Power Rack 2.0 Weight Plate Storage Rack Only","Rigs & Racks","","0","0","0","0","","","",""
"needs-measuring","SSLBPL01","V Squat","Strength","","0","0","0","0","","","",""
"needs-measuring","SSLBPL02","Belt Squat","Strength","","0","0","0","0","","","",""
"needs-measuring","SSLBPL03","Hip Thrustor","Strength","","0","0","0","0","","","",""
"needs-measuring","SSLBPL04","Standing Hip Thurst","Strength","","0","0","0","0","","","",""
"needs-measuring","SSLBPL05","Standing Abductor","Strength","","0","0","0","0","","","",""
"needs-measuring","SSLBPL06","Reverse Hyper","Strength","","0","0","0","0","","","",""
"needs-measuring","SSLBPL07","Multi Hip Extension","Strength","","0","0","0","0","","","",""
"needs-measuring","SSLBPL08","Multi Dead Lift","Strength","","0","0","0","0","","","",""
"needs-measuring","SSWBB03","Adjustable Utility Bench","Strength","","0","0","0","0","","","",""
"needs-measuring","SWBBFUR11","Urethane Fixed Barbells - 5kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","SWBBFUR20","Fixed PU Curl Barbell - 5kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","SWBBFUR23","Fixed PU Curl Barbell - 12.5kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","SWBBFUR25","Fixed PU Curl Barbell - 17.5kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","SWBBFUR27","Fixed PU Curl Barbell - 22.5kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","SWBBFUR29","Fixed PU Curl Barbell - 27.5kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","SWBBFUR31","Fixed PU Curl Barbell - 32.5kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","SWBBFUR33","Fixed PU Curl Barbell - 37.5kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","SWWAACC01","Weightlifting Belt","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","SWWLRR01","Squat Wedge Block","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","SWWPOU08","Olympic PU Weight Plates (4 Grip) - 1.25kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","SWWPOU09","Olympic PU Weight Plates (4 Grip) - 10kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","SWWPOU11","Olympic PU Weight Plates (4 Grip) - 2.5kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","SWWPOU12","Olympic PU Weight Plates (4 Grip) - 20kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","SWWPOU14","Olympic PU Weight Plates (4 Grip) - 5kg","Weightlifting","","0","0","0","0","","","",""
